HCC1954_siControl_1.fastq.gz_trimmed_featurecounts.txt,HCC1954_siControl_1.fastq.gz_trimmed_featurecounts.txt,HCC1954_siControl_3.fastq.gz_trimmed_featurecounts.txt,HCC1954_siControl_3.fastq.gz_trimmed_featurecounts.txt,HCC1954_siRNF40_1.fastq.gz_trimmed_featurecounts.txt,HCC1954_siRNF40_1.fastq.gz_trimmed_featurecounts.txt,HCC1954_siRNF40_2.fastq.gz_trimmed_featurecounts.txt,HCC1954_siRNF40_2.fastq.gz_trimmed_featurecounts.txt,HCC1954_siRNF40_3.fastq.gz_trimmed_featurecounts.txt,HCC1954_siRNF40_3.fastq.gz_trimmed_featurecounts.txt
LOC124904530,0,LOC124904530,0,LOC124904530,0,LOC124904530,1,LOC124904530,2
LOC105373119,0,LOC105373119,0,LOC105373119,0,LOC105373119,0,LOC105373119,1
PSEN2,142,PSEN2,98,PSEN2,76,PSEN2,113,PSEN2,133
LOC107985354,0,LOC107985354,5,LOC107985354,6,LOC107985354,8,LOC107985354,15
COQ8A,36,COQ8A,64,COQ8A,73,COQ8A,55,COQ8A,74
CDC42BPA,590,CDC42BPA,828,CDC42BPA,883,CDC42BPA,1479,CDC42BPA,1074
LOC124904531,0,LOC124904531,0,LOC124904531,0,LOC124904531,0,LOC124904531,2
LINC01641,0,LINC01641,0,LINC01641,0,LINC01641,0,LINC01641,0
LOC105373122,1,LOC105373122,0,LOC105373122,0,LOC105373122,0,LOC105373122,0
ZNF678,80,ZNF678,129,ZNF678,117,ZNF678,146,ZNF678,174
ZNF847P,0,ZNF847P,0,ZNF847P,0,ZNF847P,0,ZNF847P,0
SNAP47,86,SNAP47,150,SNAP47,136,SNAP47,127,SNAP47,154
JMJD4,94,JMJD4,101,JMJD4,90,JMJD4,106,JMJD4,125
LOC105373289,0,LOC105373289,1,LOC105373289,1,LOC105373289,1,LOC105373289,3
PRSS38,0,PRSS38,0,PRSS38,0,PRSS38,0,PRSS38,0
WNT9A,9,WNT9A,14,WNT9A,23,WNT9A,37,WNT9A,29
MIR5008,0,MIR5008,0,MIR5008,0,MIR5008,2,MIR5008,3
LOC124904533,0,LOC124904533,0,LOC124904533,0,LOC124904533,0,LOC124904533,0
LOC107985355,20,LOC107985355,20,LOC107985355,52,LOC107985355,26,LOC107985355,20
LOC124904532,11,LOC124904532,6,LOC124904532,11,LOC124904532,12,LOC124904532,5
WNT3A,0,WNT3A,0,WNT3A,0,WNT3A,9,WNT3A,4
LINC02809,0,LINC02809,1,LINC02809,1,LINC02809,7,LINC02809,1
ARF1,3754,ARF1,4994,ARF1,3772,ARF1,4943,ARF1,5921
MIR3620,0,MIR3620,0,MIR3620,0,MIR3620,0,MIR3620,0
C1orf35,171,C1orf35,161,C1orf35,165,C1orf35,196,C1orf35,366
MRPL55,56,MRPL55,112,MRPL55,83,MRPL55,90,MRPL55,113
GUK1,477,GUK1,637,GUK1,533,GUK1,506,GUK1,648
GJC2,0,GJC2,0,GJC2,1,GJC2,0,GJC2,0
LOC124904534,1,LOC124904534,0,LOC124904534,0,LOC124904534,1,LOC124904534,0
IBA57-DT,1,IBA57-DT,0,IBA57-DT,0,IBA57-DT,0,IBA57-DT,0
IBA57,73,IBA57,84,IBA57,87,IBA57,114,IBA57,85
LOC124904536,12,LOC124904536,18,LOC124904536,18,LOC124904536,23,LOC124904536,17
OBSCN-AS1,12,OBSCN-AS1,20,OBSCN-AS1,9,OBSCN-AS1,29,OBSCN-AS1,16
OBSCN,151,OBSCN,124,OBSCN,186,OBSCN,205,OBSCN,178
LOC124904535,0,LOC124904535,0,LOC124904535,0,LOC124904535,0,LOC124904535,0
LOC101927401,0,LOC101927401,2,LOC101927401,0,LOC101927401,3,LOC101927401,4
TRIM11,286,TRIM11,278,TRIM11,304,TRIM11,350,TRIM11,456
MIR6742,0,MIR6742,0,MIR6742,0,MIR6742,0,MIR6742,0
TRIM17,0,TRIM17,0,TRIM17,0,TRIM17,0,TRIM17,0
LOC124904537,15,LOC124904537,15,LOC124904537,12,LOC124904537,23,LOC124904537,9
H3-4,0,H3-4,0,H3-4,0,H3-4,1,H3-4,0
LOC124904538,0,LOC124904538,0,LOC124904538,0,LOC124904538,0,LOC124904538,5
H2AC25,10,H2AC25,20,H2AC25,19,H2AC25,34,H2AC25,48
H2BC26,1,H2BC26,0,H2BC26,4,H2BC26,0,H2BC26,8
MIR4666A,0,MIR4666A,0,MIR4666A,0,MIR4666A,0,MIR4666A,0
RNF187,264,RNF187,524,RNF187,430,RNF187,475,RNF187,628
BTNL10P,3,BTNL10P,0,BTNL10P,0,BTNL10P,1,BTNL10P,0
LOC105373124,0,LOC105373124,0,LOC105373124,0,LOC105373124,0,LOC105373124,0
RNA5S1,0,RNA5S1,1,RNA5S1,0,RNA5S1,1,RNA5S1,0
RNA5S2,0,RNA5S2,1,RNA5S2,0,RNA5S2,1,RNA5S2,0
RNA5S3,0,RNA5S3,0,RNA5S3,0,RNA5S3,1,RNA5S3,0
RNA5S4,0,RNA5S4,0,RNA5S4,0,RNA5S4,1,RNA5S4,0
RNA5S5,0,RNA5S5,0,RNA5S5,0,RNA5S5,2,RNA5S5,0
RNA5S6,0,RNA5S6,1,RNA5S6,0,RNA5S6,0,RNA5S6,0
RNA5S7,0,RNA5S7,0,RNA5S7,0,RNA5S7,1,RNA5S7,0
RNA5S8,0,RNA5S8,0,RNA5S8,0,RNA5S8,2,RNA5S8,0
RNA5S9,0,RNA5S9,0,RNA5S9,0,RNA5S9,0,RNA5S9,0
RNA5S10,0,RNA5S10,0,RNA5S10,0,RNA5S10,0,RNA5S10,0
RNA5S11,0,RNA5S11,0,RNA5S11,0,RNA5S11,1,RNA5S11,0
RNA5S12,0,RNA5S12,0,RNA5S12,0,RNA5S12,0,RNA5S12,0
RNA5S13,0,RNA5S13,0,RNA5S13,0,RNA5S13,0,RNA5S13,0
RNA5S14,0,RNA5S14,0,RNA5S14,0,RNA5S14,0,RNA5S14,0
RNA5S15,0,RNA5S15,0,RNA5S15,0,RNA5S15,1,RNA5S15,0
RNA5S16,0,RNA5S16,0,RNA5S16,0,RNA5S16,2,RNA5S16,0
RHOU,20,RHOU,36,RHOU,13,RHOU,23,RHOU,28
DUSP5P1,0,DUSP5P1,0,DUSP5P1,0,DUSP5P1,3,DUSP5P1,0
RNA5S17,0,RNA5S17,0,RNA5S17,0,RNA5S17,0,RNA5S17,0
LOC124904539,0,LOC124904539,0,LOC124904539,0,LOC124904539,2,LOC124904539,0
LOC105373143,0,LOC105373143,0,LOC105373143,0,LOC105373143,0,LOC105373143,0
LINC02815,3,LINC02815,8,LINC02815,9,LINC02815,3,LINC02815,3
LOC102723935,0,LOC102723935,0,LOC102723935,0,LOC102723935,0,LOC102723935,0
TMEM78,0,TMEM78,0,TMEM78,0,TMEM78,0,TMEM78,0
LOC124904540,0,LOC124904540,0,LOC124904540,0,LOC124904540,0,LOC124904540,0
RAB4A-AS1,6,RAB4A-AS1,12,RAB4A-AS1,9,RAB4A-AS1,30,RAB4A-AS1,26
RAB4A,301,RAB4A,381,RAB4A,288,RAB4A,322,RAB4A,475
CCSAP,378,CCSAP,379,CCSAP,310,CCSAP,440,CCSAP,403
LOC124904541,0,LOC124904541,0,LOC124904541,0,LOC124904541,0,LOC124904541,0
ACTA1,42,ACTA1,111,ACTA1,141,ACTA1,83,ACTA1,92
NUP133,413,NUP133,761,NUP133,510,NUP133,692,NUP133,744
NUP133-DT,0,NUP133-DT,0,NUP133-DT,0,NUP133-DT,0,NUP133-DT,0
ABCB10,362,ABCB10,310,ABCB10,241,ABCB10,339,ABCB10,330
TAF5L,343,TAF5L,434,TAF5L,397,TAF5L,682,TAF5L,640
URB2,219,URB2,224,URB2,189,URB2,243,URB2,272
LOC105373161,0,LOC105373161,0,LOC105373161,0,LOC105373161,0,LOC105373161,0
LOC107985464,0,LOC107985464,0,LOC107985464,0,LOC107985464,0,LOC107985464,0
LOC105373162,0,LOC105373162,0,LOC105373162,0,LOC105373162,0,LOC105373162,0
LINC01682,0,LINC01682,0,LINC01682,0,LINC01682,0,LINC01682,0
LOC105373163,0,LOC105373163,0,LOC105373163,0,LOC105373163,0,LOC105373163,0
LINC01736,0,LINC01736,0,LINC01736,0,LINC01736,0,LINC01736,0
GALNT2,1055,GALNT2,1428,GALNT2,1140,GALNT2,1335,GALNT2,1400
LOC124904748,0,LOC124904748,0,LOC124904748,0,LOC124904748,0,LOC124904748,0
LOC124904542,0,LOC124904542,0,LOC124904542,0,LOC124904542,0,LOC124904542,1
PGBD5,240,PGBD5,226,PGBD5,547,PGBD5,774,PGBD5,740
LOC124904543,0,LOC124904543,0,LOC124904543,3,LOC124904543,6,LOC124904543,7
LOC105373164,0,LOC105373164,0,LOC105373164,0,LOC105373164,0,LOC105373164,0
LOC105373165,0,LOC105373165,0,LOC105373165,0,LOC105373165,0,LOC105373165,0
LOC107985357,0,LOC107985357,0,LOC107985357,0,LOC107985357,0,LOC107985357,0
LINC01737,0,LINC01737,0,LINC01737,0,LINC01737,0,LINC01737,0
LOC124904544,40,LOC124904544,27,LOC124904544,26,LOC124904544,19,LOC124904544,11
LOC124904545,0,LOC124904545,0,LOC124904545,3,LOC124904545,1,LOC124904545,0
COG2,285,COG2,467,COG2,328,COG2,393,COG2,517
LOC107985358,0,LOC107985358,0,LOC107985358,0,LOC107985358,0,LOC107985358,0
AGT,3,AGT,7,AGT,0,AGT,3,AGT,8
CAPN9,1,CAPN9,3,CAPN9,2,CAPN9,0,CAPN9,0
LOC107985359,0,LOC107985359,0,LOC107985359,0,LOC107985359,0,LOC107985359,1
LOC124904546,0,LOC124904546,0,LOC124904546,0,LOC124904546,1,LOC124904546,0
LOC124904548,0,LOC124904548,0,LOC124904548,0,LOC124904548,0,LOC124904548,1
C1orf198,536,C1orf198,758,C1orf198,419,C1orf198,560,C1orf198,553
LOC101927604,0,LOC101927604,1,LOC101927604,0,LOC101927604,0,LOC101927604,5
LOC124904547,0,LOC124904547,0,LOC124904547,0,LOC124904547,0,LOC124904547,0
LOC105373167,0,LOC105373167,0,LOC105373167,0,LOC105373167,0,LOC105373167,0
TTC13,307,TTC13,456,TTC13,318,TTC13,509,TTC13,492
ARV1,175,ARV1,149,ARV1,70,ARV1,101,ARV1,134
FAM89A,140,FAM89A,162,FAM89A,184,FAM89A,142,FAM89A,156
MIR1182,0,MIR1182,0,MIR1182,0,MIR1182,0,MIR1182,0
TRIM67,0,TRIM67,0,TRIM67,0,TRIM67,0,TRIM67,1
TRIM67-AS1,0,TRIM67-AS1,0,TRIM67-AS1,0,TRIM67-AS1,0,TRIM67-AS1,0
C1orf131,319,C1orf131,411,C1orf131,279,C1orf131,286,C1orf131,391
GNPAT,273,GNPAT,382,GNPAT,248,GNPAT,352,GNPAT,430
EXOC8,200,EXOC8,243,EXOC8,182,EXOC8,328,EXOC8,276
SPRTN,184,SPRTN,262,SPRTN,156,SPRTN,238,SPRTN,199
LOC107985360,18,LOC107985360,20,LOC107985360,11,LOC107985360,28,LOC107985360,16
EGLN1,488,EGLN1,667,EGLN1,364,EGLN1,631,EGLN1,638
SNRPD2P2,0,SNRPD2P2,0,SNRPD2P2,0,SNRPD2P2,0,SNRPD2P2,0
LOC122526782,123,LOC122526782,115,LOC122526782,67,LOC122526782,74,LOC122526782,97
TSNAX-DISC1,0,TSNAX-DISC1,0,TSNAX-DISC1,0,TSNAX-DISC1,0,TSNAX-DISC1,1
TSNAX,391,TSNAX,501,TSNAX,465,TSNAX,510,TSNAX,611
LINC00582,0,LINC00582,0,LINC00582,0,LINC00582,0,LINC00582,0
DISC1,0,DISC1,0,DISC1,0,DISC1,3,DISC1,4
LOC105373170,0,LOC105373170,0,LOC105373170,0,LOC105373170,0,LOC105373170,0
DISC2,0,DISC2,0,DISC2,0,DISC2,0,DISC2,0
DISC1-IT1,0,DISC1-IT1,0,DISC1-IT1,0,DISC1-IT1,1,DISC1-IT1,0
LOC124904549,0,LOC124904549,0,LOC124904549,0,LOC124904549,0,LOC124904549,0
LOC105373172,0,LOC105373172,0,LOC105373172,0,LOC105373172,0,LOC105373172,0
LOC105373171,0,LOC105373171,0,LOC105373171,0,LOC105373171,0,LOC105373171,0
LOC124904550,0,LOC124904550,1,LOC124904550,0,LOC124904550,0,LOC124904550,0
LOC101929902,0,LOC101929902,0,LOC101929902,0,LOC101929902,0,LOC101929902,0
LOC105373196,0,LOC105373196,0,LOC105373196,0,LOC105373196,0,LOC105373196,0
LOC105373198,0,LOC105373198,0,LOC105373198,0,LOC105373198,0,LOC105373198,0
SIPA1L2,38,SIPA1L2,83,SIPA1L2,81,SIPA1L2,88,SIPA1L2,87
LOC124904551,0,LOC124904551,0,LOC124904551,0,LOC124904551,0,LOC124904551,0
LINC01745,0,LINC01745,0,LINC01745,0,LINC01745,0,LINC01745,0
LINC01744,0,LINC01744,0,LINC01744,0,LINC01744,0,LINC01744,0
LOC107983960,0,LOC107983960,0,LOC107983960,0,LOC107983960,0,LOC107983960,0
MAP10,0,MAP10,0,MAP10,0,MAP10,0,MAP10,0
LOC101927711,0,LOC101927711,0,LOC101927711,0,LOC101927711,0,LOC101927711,0
LOC105373201,0,LOC105373201,0,LOC105373201,0,LOC105373201,0,LOC105373201,0
LOC107985361,0,LOC107985361,0,LOC107985361,0,LOC107985361,6,LOC107985361,0
NTPCR,74,NTPCR,96,NTPCR,51,NTPCR,87,NTPCR,114
PCNX2,37,PCNX2,67,PCNX2,43,PCNX2,46,PCNX2,76
MAP3K21,125,MAP3K21,154,MAP3K21,198,MAP3K21,209,MAP3K21,185
KCNK1,390,KCNK1,533,KCNK1,437,KCNK1,548,KCNK1,655
MIR4427,0,MIR4427,0,MIR4427,0,MIR4427,0,MIR4427,0
LOC107985362,16,LOC107985362,11,LOC107985362,3,LOC107985362,14,LOC107985362,9
LOC124904552,0,LOC124904552,0,LOC124904552,0,LOC124904552,0,LOC124904552,7
SLC35F3,11,SLC35F3,18,SLC35F3,9,SLC35F3,17,SLC35F3,18
LOC107985363,9,LOC107985363,0,LOC107985363,8,LOC107985363,7,LOC107985363,1
LOC124904553,0,LOC124904553,0,LOC124904553,0,LOC124904553,0,LOC124904553,0
SLC35F3-AS1,0,SLC35F3-AS1,0,SLC35F3-AS1,0,SLC35F3-AS1,0,SLC35F3-AS1,0
LOC105373206,0,LOC105373206,0,LOC105373206,0,LOC105373206,0,LOC105373206,3
MIR4671,0,MIR4671,0,MIR4671,0,MIR4671,0,MIR4671,0
COA6-AS1,6,COA6-AS1,21,COA6-AS1,5,COA6-AS1,6,COA6-AS1,7
COA6,152,COA6,136,COA6,83,COA6,160,COA6,164
TARBP1,394,TARBP1,416,TARBP1,369,TARBP1,524,TARBP1,537
LINC01354,1,LINC01354,2,LINC01354,0,LINC01354,0,LINC01354,0
LOC107985465,0,LOC107985465,0,LOC107985465,0,LOC107985465,0,LOC107985465,0
LOC124900421,0,LOC124900421,0,LOC124900421,0,LOC124900421,0,LOC124900421,0
IRF2BP2,2246,IRF2BP2,2807,IRF2BP2,1713,IRF2BP2,2851,IRF2BP2,3386
LINC00184,0,LINC00184,0,LINC00184,0,LINC00184,1,LINC00184,4
LOC101927787,1,LOC101927787,6,LOC101927787,0,LOC101927787,0,LOC101927787,2
LOC105373207,0,LOC105373207,0,LOC105373207,0,LOC105373207,0,LOC105373207,0
LOC124904554,0,LOC124904554,9,LOC124904554,2,LOC124904554,0,LOC124904554,0
LOC124904555,0,LOC124904555,0,LOC124904555,0,LOC124904555,0,LOC124904555,0
LOC105373209,7,LOC105373209,2,LOC105373209,14,LOC105373209,6,LOC105373209,7
LOC105373208,0,LOC105373208,0,LOC105373208,0,LOC105373208,0,LOC105373208,1
LOC124904556,3,LOC124904556,1,LOC124904556,0,LOC124904556,1,LOC124904556,1
LINC01132,8,LINC01132,15,LINC01132,13,LINC01132,28,LINC01132,28
LOC105373210,0,LOC105373210,0,LOC105373210,0,LOC105373210,0,LOC105373210,0
LOC107985364,0,LOC107985364,1,LOC107985364,0,LOC107985364,0,LOC107985364,0
LINC02961,0,LINC02961,0,LINC02961,0,LINC02961,0,LINC02961,0
LOC124904557,0,LOC124904557,0,LOC124904557,0,LOC124904557,0,LOC124904557,0
LOC107985365,3,LOC107985365,0,LOC107985365,0,LOC107985365,1,LOC107985365,0
LNCATV,4,LNCATV,1,LNCATV,0,LNCATV,0,LNCATV,4
LOC124904558,0,LOC124904558,0,LOC124904558,0,LOC124904558,0,LOC124904558,0
LINC01348,2,LINC01348,18,LINC01348,13,LINC01348,1,LINC01348,5
TOMM20,1936,TOMM20,2962,TOMM20,2032,TOMM20,2747,TOMM20,3243
LOC105379283,1,LOC105379283,2,LOC105379283,4,LOC105379283,3,LOC105379283,1
SNORA14B,0,SNORA14B,0,SNORA14B,0,SNORA14B,0,SNORA14B,0
RBM34,713,RBM34,784,RBM34,594,RBM34,606,RBM34,638
ARID4B,610,ARID4B,1060,ARID4B,940,ARID4B,1300,ARID4B,1199
MIR4753,0,MIR4753,0,MIR4753,0,MIR4753,0,MIR4753,0
GGPS1,447,GGPS1,550,GGPS1,434,GGPS1,517,GGPS1,633
LOC124904559,0,LOC124904559,3,LOC124904559,0,LOC124904559,0,LOC124904559,0
TBCE,278,TBCE,374,TBCE,389,TBCE,375,TBCE,457
B3GALNT2,436,B3GALNT2,564,B3GALNT2,375,B3GALNT2,730,B3GALNT2,685
GNG4,8,GNG4,3,GNG4,24,GNG4,10,GNG4,12
LOC124904560,0,LOC124904560,0,LOC124904560,1,LOC124904560,0,LOC124904560,0
LYST,399,LYST,545,LYST,394,LYST,675,LYST,482
MIR1537,0,MIR1537,0,MIR1537,0,MIR1537,0,MIR1537,0
LOC105373215,11,LOC105373215,3,LOC105373215,7,LOC105373215,11,LOC105373215,3
LINC02768,0,LINC02768,0,LINC02768,0,LINC02768,0,LINC02768,0
NID1,0,NID1,0,NID1,0,NID1,0,NID1,0
GPR137B,100,GPR137B,122,GPR137B,81,GPR137B,113,GPR137B,177
ERO1B,18,ERO1B,33,ERO1B,14,ERO1B,29,ERO1B,40
LOC124904561,0,LOC124904561,0,LOC124904561,0,LOC124904561,10,LOC124904561,1
LOC124904562,5,LOC124904562,1,LOC124904562,5,LOC124904562,4,LOC124904562,3
EDARADD,66,EDARADD,116,EDARADD,90,EDARADD,89,EDARADD,123
LGALS8,780,LGALS8,1434,LGALS8,938,LGALS8,1437,LGALS8,1480
LGALS8-AS1,0,LGALS8-AS1,0,LGALS8-AS1,0,LGALS8-AS1,0,LGALS8-AS1,0
HEATR1,667,HEATR1,1003,HEATR1,617,HEATR1,1034,HEATR1,891
ACTN2,0,ACTN2,0,ACTN2,0,ACTN2,0,ACTN2,0
MTR,314,MTR,596,MTR,403,MTR,697,MTR,544
LOC105373218,0,LOC105373218,2,LOC105373218,0,LOC105373218,2,LOC105373218,1
LOC124904563,0,LOC124904563,0,LOC124904563,0,LOC124904563,0,LOC124904563,0
LOC124904564,0,LOC124904564,0,LOC124904564,0,LOC124904564,0,LOC124904564,0
LOC107985368,0,LOC107985368,0,LOC107985368,0,LOC107985368,0,LOC107985368,0
MT1HL1,0,MT1HL1,0,MT1HL1,0,MT1HL1,0,MT1HL1,0
RYR2,0,RYR2,0,RYR2,0,RYR2,2,RYR2,0
MIR4428,0,MIR4428,0,MIR4428,0,MIR4428,0,MIR4428,0
LOC100130331,652,LOC100130331,814,LOC100130331,1289,LOC100130331,1000,LOC100130331,895
ZP4,0,ZP4,0,ZP4,0,ZP4,0,ZP4,0
LOC105373220,0,LOC105373220,0,LOC105373220,0,LOC105373220,0,LOC105373220,0
LINC01139,0,LINC01139,0,LINC01139,0,LINC01139,0,LINC01139,9
LOC124904565,0,LOC124904565,1,LOC124904565,0,LOC124904565,0,LOC124904565,0
LOC105373222,0,LOC105373222,0,LOC105373222,0,LOC105373222,0,LOC105373222,0
LOC124904566,0,LOC124904566,0,LOC124904566,0,LOC124904566,0,LOC124904566,0
LOC105373223,0,LOC105373223,0,LOC105373223,0,LOC105373223,0,LOC105373223,0
CHRM3,9,CHRM3,8,CHRM3,1,CHRM3,8,CHRM3,6
LOC105373225,0,LOC105373225,0,LOC105373225,0,LOC105373225,0,LOC105373225,0
CHRM3-AS2,0,CHRM3-AS2,0,CHRM3-AS2,0,CHRM3-AS2,0,CHRM3-AS2,0
LOC124904567,0,LOC124904567,0,LOC124904567,0,LOC124904567,0,LOC124904567,0
CHRM3-AS1,0,CHRM3-AS1,0,CHRM3-AS1,0,CHRM3-AS1,0,CHRM3-AS1,0
LOC105373224,0,LOC105373224,0,LOC105373224,0,LOC105373224,0,LOC105373224,0
RPS7P5,0,RPS7P5,0,RPS7P5,0,RPS7P5,0,RPS7P5,0
FMN2,0,FMN2,0,FMN2,0,FMN2,0,FMN2,0
GREM2,0,GREM2,0,GREM2,1,GREM2,0,GREM2,2
LOC124904600,0,LOC124904600,0,LOC124904600,0,LOC124904600,0,LOC124904600,0
LOC105373228,0,LOC105373228,0,LOC105373228,0,LOC105373228,0,LOC105373228,0
LOC100506929,0,LOC100506929,0,LOC100506929,0,LOC100506929,0,LOC100506929,0
RGS7,0,RGS7,0,RGS7,0,RGS7,0,RGS7,0
LOC124904602,0,LOC124904602,0,LOC124904602,0,LOC124904602,0,LOC124904602,0
MIR3123,0,MIR3123,0,MIR3123,0,MIR3123,0,MIR3123,0
LOC124904601,0,LOC124904601,0,LOC124904601,0,LOC124904601,0,LOC124904601,0
FH,1155,FH,1656,FH,902,FH,1259,FH,1635
KMO,1,KMO,13,KMO,6,KMO,5,KMO,16
OPN3,665,OPN3,735,OPN3,375,OPN3,454,OPN3,512
CHML,0,CHML,0,CHML,0,CHML,0,CHML,0
WDR64,0,WDR64,0,WDR64,0,WDR64,1,WDR64,0
LOC124904603,0,LOC124904603,1,LOC124904603,0,LOC124904603,0,LOC124904603,1
LOC105373231,0,LOC105373231,0,LOC105373231,0,LOC105373231,0,LOC105373231,0
EXO1,435,EXO1,708,EXO1,412,EXO1,532,EXO1,571
LOC124904604,9,LOC124904604,16,LOC124904604,5,LOC124904604,6,LOC124904604,2
BECN2,0,BECN2,0,BECN2,0,BECN2,0,BECN2,0
MAP1LC3C,0,MAP1LC3C,0,MAP1LC3C,0,MAP1LC3C,0,MAP1LC3C,0
PLD5,0,PLD5,0,PLD5,0,PLD5,0,PLD5,0
LOC105373235,0,LOC105373235,0,LOC105373235,0,LOC105373235,0,LOC105373235,0
LOC105373234,0,LOC105373234,0,LOC105373234,1,LOC105373234,0,LOC105373234,0
LOC107985466,0,LOC107985466,0,LOC107985466,0,LOC107985466,0,LOC107985466,0
LINC01347,87,LINC01347,69,LINC01347,108,LINC01347,132,LINC01347,91
LOC124904568,0,LOC124904568,0,LOC124904568,0,LOC124904568,0,LOC124904568,0
CEP170,385,CEP170,561,CEP170,380,CEP170,759,CEP170,627
SDCCAG8,100,SDCCAG8,144,SDCCAG8,120,SDCCAG8,119,SDCCAG8,162
MIR4677,3,MIR4677,3,MIR4677,3,MIR4677,6,MIR4677,5
LOC124904569,0,LOC124904569,0,LOC124904569,2,LOC124904569,2,LOC124904569,1
AKT3,0,AKT3,0,AKT3,0,AKT3,1,AKT3,0
AKT3-IT1,0,AKT3-IT1,0,AKT3-IT1,0,AKT3-IT1,0,AKT3-IT1,0
LINC02774,0,LINC02774,0,LINC02774,0,LINC02774,0,LINC02774,0
LOC105373258,0,LOC105373258,0,LOC105373258,0,LOC105373258,0,LOC105373258,0
LOC124904570,0,LOC124904570,0,LOC124904570,0,LOC124904570,0,LOC124904570,0
ZBTB18,105,ZBTB18,151,ZBTB18,144,ZBTB18,199,ZBTB18,202
LOC440742,0,LOC440742,0,LOC440742,0,LOC440742,0,LOC440742,0
LOC105373261,0,LOC105373261,0,LOC105373261,0,LOC105373261,0,LOC105373261,0
LOC105373260,0,LOC105373260,0,LOC105373260,0,LOC105373260,0,LOC105373260,0
LOC105373262,0,LOC105373262,0,LOC105373262,0,LOC105373262,0,LOC105373262,0
C1orf100,0,C1orf100,0,C1orf100,0,C1orf100,0,C1orf100,0
ADSS2,890,ADSS2,1404,ADSS2,943,ADSS2,1390,ADSS2,1657
CATSPERE,1,CATSPERE,0,CATSPERE,0,CATSPERE,3,CATSPERE,0
DESI2,535,DESI2,883,DESI2,426,DESI2,697,DESI2,777
C1orf202,0,C1orf202,0,C1orf202,0,C1orf202,0,C1orf202,0
LOC107985372,0,LOC107985372,0,LOC107985372,0,LOC107985372,0,LOC107985372,0
COX20,311,COX20,403,COX20,208,COX20,305,COX20,307
HNRNPU,5080,HNRNPU,7696,HNRNPU,6547,HNRNPU,9020,HNRNPU,9350
SNORA100,0,SNORA100,0,SNORA100,0,SNORA100,0,SNORA100,0
LOC124904588,0,LOC124904588,0,LOC124904588,0,LOC124904588,0,LOC124904588,0
LOC101928068,0,LOC101928068,0,LOC101928068,0,LOC101928068,3,LOC101928068,3
LOC124900416,0,LOC124900416,0,LOC124900416,0,LOC124900416,0,LOC124900416,0
EFCAB2,26,EFCAB2,39,EFCAB2,43,EFCAB2,28,EFCAB2,46
LOC107985725,1,LOC107985725,0,LOC107985725,0,LOC107985725,2,LOC107985725,0
LOC124904572,0,LOC124904572,0,LOC124904572,0,LOC124904572,0,LOC124904572,0
KIF26B,0,KIF26B,0,KIF26B,0,KIF26B,0,KIF26B,0
KIF26B-AS1,0,KIF26B-AS1,0,KIF26B-AS1,0,KIF26B-AS1,0,KIF26B-AS1,0
LOC124904571,0,LOC124904571,0,LOC124904571,0,LOC124904571,0,LOC124904571,0
LOC105373265,0,LOC105373265,0,LOC105373265,0,LOC105373265,0,LOC105373265,0
SMYD3,39,SMYD3,48,SMYD3,107,SMYD3,78,SMYD3,88
SMYD3-AS1,0,SMYD3-AS1,0,SMYD3-AS1,0,SMYD3-AS1,0,SMYD3-AS1,0
LOC124904573,2,LOC124904573,1,LOC124904573,3,LOC124904573,12,LOC124904573,7
LINC01743,0,LINC01743,0,LINC01743,0,LINC01743,0,LINC01743,0
TFB2M,349,TFB2M,440,TFB2M,220,TFB2M,359,TFB2M,397
CNST,106,CNST,160,CNST,84,CNST,223,CNST,199
LOC105373271,0,LOC105373271,0,LOC105373271,0,LOC105373271,0,LOC105373271,0
LOC102724382,8,LOC102724382,2,LOC102724382,5,LOC102724382,5,LOC102724382,5
SCCPDH,4,SCCPDH,10,SCCPDH,12,SCCPDH,16,SCCPDH,7
LINC01341,0,LINC01341,0,LINC01341,0,LINC01341,0,LINC01341,0
AHCTF1,1313,AHCTF1,1942,AHCTF1,1736,AHCTF1,2760,AHCTF1,2272
ZNF670-ZNF695,0,ZNF670-ZNF695,0,ZNF670-ZNF695,0,ZNF670-ZNF695,0,ZNF670-ZNF695,1
ZNF695,100,ZNF695,132,ZNF695,98,ZNF695,123,ZNF695,141
ZNF670,66,ZNF670,59,ZNF670,57,ZNF670,48,ZNF670,72
ZNF669,14,ZNF669,47,ZNF669,36,ZNF669,39,ZNF669,70
FLJ39095,0,FLJ39095,0,FLJ39095,0,FLJ39095,1,FLJ39095,0
LINC02897,0,LINC02897,0,LINC02897,0,LINC02897,0,LINC02897,0
ZNF124,39,ZNF124,91,ZNF124,65,ZNF124,136,ZNF124,89
MIR3916,0,MIR3916,1,MIR3916,1,MIR3916,0,MIR3916,2
VN1R5,0,VN1R5,0,VN1R5,0,VN1R5,0,VN1R5,0
LOC105373273,0,LOC105373273,0,LOC105373273,0,LOC105373273,0,LOC105373273,0
ZNF496,129,ZNF496,231,ZNF496,185,ZNF496,228,ZNF496,221
ZNF496-DT,16,ZNF496-DT,58,ZNF496-DT,67,ZNF496-DT,50,ZNF496-DT,50
LOC124904574,0,LOC124904574,0,LOC124904574,0,LOC124904574,0,LOC124904574,0
